"age","education","occupation","sex","native-country","class (income)"
40,"Some-college","Adm-clerical","Male","United-States",">50K"
30,"HS-grad","Craft-repair","Male","United-States","<=50K"
52,"Some-college","Exec-managerial","Female","United-States","<=50K"
28,"Bachelors","Prof-specialty","Male","United-States",">50K"
62,"HS-grad","Transport-moving","Male","United-States","<=50K"
31,"HS-grad","Other-service","Female","United-States","<=50K"
40,"HS-grad","Exec-managerial","Male","United-States",">50K"
34,"HS-grad","Sales","Female","United-States","<=50K"
53,"Some-college","Sales","Male","United-States",">50K"
42,"12th","Farming-fishing","Male","United-States","<=50K"
26,"Some-college","Other-service","Male","United-States","<=50K"
51,"HS-grad","Transport-moving","Male","United-States",">50K"
49,"Masters","Prof-specialty","Male","United-States",">50K"
43,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
42,"Some-college","Farming-fishing","Male","United-States","<=50K"
31,"11th","Sales","Female","India","<=50K"
26,"HS-grad","Transport-moving","Male","United-States","<=50K"
50,"Bachelors","Prof-specialty","Female","Philippines","<=50K"
35,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
37,"Some-college","Tech-support","Female","United-States","<=50K"
20,"Some-college","Sales","Male","United-States","<=50K"
31,"Prof-school","Prof-specialty","Male","United-States",">50K"
28,"HS-grad","Craft-repair","Male","United-States","<=50K"
46,"HS-grad","Tech-support","Male","United-States",">50K"
21,"Some-college","Prof-specialty","Female","United-States","<=50K"
41,"Masters","Exec-managerial","Male","United-States",">50K"
30,"Bachelors","Exec-managerial","Male","United-States",">50K"
66,"Bachelors","Exec-managerial","Male","United-States","<=50K"
37,"Some-college","Sales","Male","United-States",">50K"
74,"7th-8th","Handlers-cleaners","Female","United-States","<=50K"
46,"Some-college","Protective-serv","Male","United-States",">50K"
51,"Masters","Exec-managerial","Male","United-States",">50K"
33,"Bachelors","Exec-managerial","Male","United-States",">50K"
30,"5th-6th","Machine-op-inspct","Male","Mexico","<=50K"
47,"Bachelors","Exec-managerial","Male","United-States",">50K"
49,"Bachelors","Exec-managerial","Female","United-States","<=50K"
53,"HS-grad","Craft-repair","Female","United-States","<=50K"
24,"Assoc-voc","Machine-op-inspct","Male","United-States","<=50K"
54,"HS-grad","Transport-moving","Male","United-States","<=50K"
32,"Some-college","Craft-repair","Male","United-States","<=50K"
45,"Some-college","Sales","Male","United-States","<=50K"
46,"HS-grad","Farming-fishing","Male","United-States","<=50K"
37,"Some-college","Other-service","Male","United-States","<=50K"
48,"Masters","Prof-specialty","Male","United-States",">50K"
25,"Bachelors","Adm-clerical","Female","United-States","<=50K"
27,"Some-college","Adm-clerical","Female","United-States","<=50K"
69,"HS-grad","Adm-clerical","Male","United-States","<=50K"
38,"Bachelors","Sales","Male","United-States",">50K"
47,"12th","Adm-clerical","Female","United-States","<=50K"
30,"Some-college","Adm-clerical","Female","United-States","<=50K"
46,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
27,"Prof-school","Prof-specialty","Female","United-States","<=50K"
19,"Some-college","Sales","Male","United-States","<=50K"
18,"HS-grad","Priv-house-serv","Female","United-States","<=50K"
24,"11th","Craft-repair","Male","United-States",">50K"
32,"Bachelors","Prof-specialty","Female","United-States","<=50K"
38,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
19,"Preschool","Farming-fishing","Male","Hong","<=50K"
28,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
39,"Masters","Prof-specialty","Female","United-States","<=50K"
38,"Some-college","Sales","Male","Japan","<=50K"
42,"HS-grad","Machine-op-inspct","Female","United-States",">50K"
31,"Some-college","Adm-clerical","Female","United-States",">50K"
46,"9th","Machine-op-inspct","Female","Ireland","<=50K"
53,"Some-college","Exec-managerial","Female","United-States","<=50K"
21,"Assoc-acdm","Handlers-cleaners","Male","United-States","<=50K"
48,"HS-grad","Sales","Male","United-States","<=50K"
46,"HS-grad","Adm-clerical","Female","United-States",">50K"
30,"HS-grad","Transport-moving","Male","United-States","<=50K"
24,"HS-grad","Adm-clerical","Male","Jamaica","<=50K"
32,"10th","Craft-repair","Male","United-States","<=50K"
30,"HS-grad","Other-service","Female","United-States","<=50K"
57,"Doctorate","Prof-specialty","Female","United-States","<=50K"
56,"7th-8th","Adm-clerical","Male","United-States","<=50K"
27,"HS-grad","Exec-managerial","Female","United-States","<=50K"
38,"Bachelors","Machine-op-inspct","Male","Iran","<=50K"
19,"HS-grad","Adm-clerical","Male","United-States","<=50K"
61,"Some-college","Adm-clerical","Male","United-States",">50K"
49,"Assoc-voc","Tech-support","Female","United-States","<=50K"
28,"HS-grad","Craft-repair","Male","United-States","<=50K"
50,"Masters","Prof-specialty","Male","United-States",">50K"
43,"Bachelors","Craft-repair","Male","United-States",">50K"
34,"HS-grad","Machine-op-inspct","Female","United-States","<=50K"
28,"11th","Craft-repair","Male","United-States","<=50K"
31,"Some-college","Craft-repair","Male","United-States","<=50K"
55,"HS-grad","Machine-op-inspct","Female","United-States","<=50K"
26,"Bachelors","Exec-managerial","Female","United-States",">50K"
51,"Doctorate","Prof-specialty","Female","United-States",">50K"
35,"HS-grad","Craft-repair","Male","United-States","<=50K"
42,"Assoc-acdm","Exec-managerial","Female","Laos","<=50K"
31,"Masters","Prof-specialty","Male","United-States","<=50K"
22,"HS-grad","Farming-fishing","Male","United-States","<=50K"
67,"HS-grad","Transport-moving","Male","United-States","<=50K"
63,"HS-grad","Other-service","Female","United-States","<=50K"
31,"HS-grad","Machine-op-inspct","Male","United-States",">50K"
17,"11th","Prof-specialty","Male","United-States","<=50K"
41,"HS-grad","Transport-moving","Male","United-States","<=50K"
53,"7th-8th","Transport-moving","Male","United-States","<=50K"
44,"Some-college","Protective-serv","Male","United-States","<=50K"
24,"Bachelors","Farming-fishing","Male","United-States","<=50K"
35,"Assoc-voc","Tech-support","Male","United-States","<=50K"
61,"Some-college","Tech-support","Female","United-States",">50K"
31,"Assoc-acdm","Prof-specialty","Female","Philippines","<=50K"
44,"Bachelors","Tech-support","Male","United-States",">50K"
56,"HS-grad","Sales","Male","United-States",">50K"
66,"Assoc-acdm","Adm-clerical","Female","United-States","<=50K"
45,"Some-college","Craft-repair","Male","Vietnam","<=50K"
69,"Bachelors","Prof-specialty","Male","United-States",">50K"
64,"HS-grad","Craft-repair","Male","United-States","<=50K"
38,"HS-grad","Adm-clerical","Female","United-States",">50K"
43,"Some-college","Craft-repair","Male","United-States","<=50K"
37,"HS-grad","Craft-repair","Male","United-States","<=50K"
19,"HS-grad","Adm-clerical","Female","United-States","<=50K"
59,"HS-grad","Exec-managerial","Male","United-States","<=50K"
50,"Some-college","Adm-clerical","Male","United-States","<=50K"
33,"Bachelors","Exec-managerial","Male","United-States",">50K"
56,"Some-college","Tech-support","Male","United-States",">50K"
28,"Assoc-voc","Sales","Male","United-States","<=50K"
27,"HS-grad","Adm-clerical","Female","United-States","<=50K"
34,"HS-grad","Other-service","Male","United-States","<=50K"
19,"11th","Sales","Male","United-States","<=50K"
68,"HS-grad","Exec-managerial","Male","United-States",">50K"
28,"Masters","Prof-specialty","Male","United-States",">50K"
22,"HS-grad","Farming-fishing","Male","United-States","<=50K"
58,"Assoc-acdm","Adm-clerical","Female","United-States","<=50K"
31,"Some-college","Machine-op-inspct","Female","United-States","<=50K"
17,"11th","Protective-serv","Male","United-States","<=50K"
25,"Some-college","Transport-moving","Male","United-States",">50K"
23,"Some-college","Other-service","Female","United-States","<=50K"
25,"12th","Other-service","Male","United-States","<=50K"
47,"HS-grad","Craft-repair","Male","United-States","<=50K"
39,"Bachelors","Exec-managerial","Female","United-States",">50K"
44,"HS-grad","Craft-repair","Male","United-States","<=50K"
46,"Assoc-voc","Prof-specialty","Male","United-States",">50K"
38,"Some-college","Farming-fishing","Male","United-States","<=50K"
23,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
34,"Bachelors","Prof-specialty","Female","United-States","<=50K"
33,"HS-grad","Craft-repair","Male","United-States",">50K"
38,"HS-grad","Other-service","Female","United-States","<=50K"
52,"Assoc-voc","Exec-managerial","Male","United-States","<=50K"
50,"HS-grad","Sales","Female","United-States","<=50K"
38,"Bachelors","Sales","Female","United-States",">50K"
35,"Bachelors","Other-service","Male","United-States","<=50K"
67,"Doctorate","Prof-specialty","Male","United-States",">50K"
60,"HS-grad","Machine-op-inspct","Male","United-States",">50K"
44,"HS-grad","Sales","Female","United-States","<=50K"
38,"HS-grad","Farming-fishing","Male","United-States","<=50K"
29,"HS-grad","Prof-specialty","Male","United-States",">50K"
65,"Masters","Prof-specialty","Male","United-States",">50K"
33,"Assoc-acdm","Adm-clerical","Female","United-States","<=50K"
18,"11th","Sales","Female","United-States","<=50K"
43,"Prof-school","Exec-managerial","Male","United-States","<=50K"
42,"Assoc-voc","Exec-managerial","Female","United-States","<=50K"
42,"HS-grad","Transport-moving","Male","United-States","<=50K"
32,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
36,"Assoc-acdm","Tech-support","Female","United-States","<=50K"
41,"Bachelors","Farming-fishing","Male","United-States",">50K"
30,"Some-college","Other-service","Female","United-States","<=50K"
21,"HS-grad","Other-service","Male","United-States","<=50K"
33,"Some-college","Transport-moving","Male","United-States",">50K"
19,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
35,"HS-grad","Transport-moving","Male","United-States","<=50K"
43,"HS-grad","Tech-support","Female","United-States","<=50K"
45,"HS-grad","Transport-moving","Male","United-States","<=50K"
25,"Bachelors","Exec-managerial","Male","United-States","<=50K"
39,"Bachelors","Exec-managerial","Male","United-States","<=50K"
26,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
60,"Masters","Transport-moving","Male","United-States","<=50K"
52,"Doctorate","Prof-specialty","Female","United-States",">50K"
22,"12th","Transport-moving","Male","United-States","<=50K"
23,"Some-college","Other-service","Female","United-States","<=50K"
46,"HS-grad","Other-service","Female","United-States","<=50K"
34,"Bachelors","Sales","Male","United-States","<=50K"
39,"Bachelors","Prof-specialty","Male","United-States",">50K"
38,"HS-grad","Prof-specialty","Female","United-States","<=50K"
56,"Masters","Exec-managerial","Male","United-States","<=50K"
55,"HS-grad","Adm-clerical","Female","United-States","<=50K"
40,"Some-college","Exec-managerial","Female","United-States",">50K"
23,"Some-college","Machine-op-inspct","Male","United-States","<=50K"
39,"Bachelors","Adm-clerical","Male","United-States","<=50K"
24,"Bachelors","Sales","Male","United-States","<=50K"
51,"HS-grad","Sales","Male","United-States",">50K"
47,"Bachelors","Exec-managerial","Male","Cuba",">50K"
25,"HS-grad","Farming-fishing","Male","United-States","<=50K"
34,"Prof-school","Prof-specialty","Male","United-States",">50K"
18,"11th","Sales","Female","United-States","<=50K"
19,"Some-college","Exec-managerial","Female","United-States","<=50K"
32,"Some-college","Craft-repair","Male","United-States","<=50K"
49,"HS-grad","Sales","Male","United-States",">50K"
43,"HS-grad","Craft-repair","Male","United-States","<=50K"
71,"Masters","Exec-managerial","Male","United-States",">50K"
59,"HS-grad","Adm-clerical","Male","United-States","<=50K"
32,"Bachelors","Exec-managerial","Female","United-States",">50K"
25,"Bachelors","Exec-managerial","Male","United-States","<=50K"
32,"HS-grad","Exec-managerial","Male","Ireland","<=50K"
17,"11th","Handlers-cleaners","Female","United-States","<=50K"
57,"Prof-school","Prof-specialty","Male","United-States",">50K"
17,"12th","Handlers-cleaners","Male","United-States","<=50K"
27,"Bachelors","Tech-support","Female","Philippines","<=50K"
41,"HS-grad","Protective-serv","Male","United-States","<=50K"
19,"11th","Sales","Female","United-States","<=50K"
41,"5th-6th","Other-service","Female","Puerto-Rico","<=50K"
39,"Bachelors","Exec-managerial","Male","United-States",">50K"
30,"HS-grad","Craft-repair","Male","United-States","<=50K"
37,"Bachelors","Machine-op-inspct","Male","United-States",">50K"
18,"11th","Adm-clerical","Female","United-States","<=50K"
40,"Bachelors","Sales","Male","United-States",">50K"
38,"Some-college","Sales","Male","Cuba",">50K"
24,"HS-grad","Sales","Male","United-States","<=50K"
33,"HS-grad","Craft-repair","Male","United-States","<=50K"
48,"Bachelors","Handlers-cleaners","Male","United-States","<=50K"
51,"Bachelors","Sales","Male","United-States",">50K"
48,"HS-grad","Craft-repair","Male","United-States","<=50K"
43,"7th-8th","Craft-repair","Male","United-States","<=50K"
34,"Prof-school","Exec-managerial","Male","United-States","<=50K"
41,"Assoc-voc","Craft-repair","Male","United-States","<=50K"
51,"Prof-school","Prof-specialty","Male","United-States",">50K"
25,"HS-grad","Craft-repair","Male","United-States","<=50K"
20,"HS-grad","Other-service","Male","United-States","<=50K"
61,"HS-grad","Exec-managerial","Male","United-States","<=50K"
35,"Some-college","Exec-managerial","Female","United-States","<=50K"
42,"Masters","Prof-specialty","Female","United-States","<=50K"
26,"HS-grad","Other-service","Male","United-States","<=50K"
46,"HS-grad","Other-service","Male","United-States","<=50K"
39,"Bachelors","Prof-specialty","Male","United-States",">50K"
29,"Some-college","Sales","Male","United-States","<=50K"
39,"Some-college","Craft-repair","Male","United-States",">50K"
47,"HS-grad","Craft-repair","Male","United-States",">50K"
40,"Some-college","Transport-moving","Male","United-States",">50K"
43,"HS-grad","Craft-repair","Male","United-States",">50K"
32,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
31,"10th","Sales","Female","United-States","<=50K"
44,"Assoc-acdm","Adm-clerical","Male","United-States",">50K"
46,"Bachelors","Protective-serv","Male","United-States",">50K"
53,"Masters","Prof-specialty","Male","United-States",">50K"
43,"Bachelors","Exec-managerial","Male","United-States","<=50K"
41,"Bachelors","Prof-specialty","Female","United-States","<=50K"
35,"HS-grad","Other-service","Male","United-States","<=50K"
48,"Bachelors","Sales","Male","United-States","<=50K"
28,"Masters","Exec-managerial","Female","United-States","<=50K"
44,"Bachelors","Prof-specialty","Female","United-States","<=50K"
51,"Prof-school","Prof-specialty","Female","United-States","<=50K"
28,"HS-grad","Transport-moving","Male","United-States","<=50K"
36,"Bachelors","Craft-repair","Male","United-States","<=50K"
28,"HS-grad","Other-service","Male","United-States","<=50K"
21,"Some-college","Sales","Male","United-States","<=50K"
36,"Some-college","Craft-repair","Male","United-States","<=50K"
31,"HS-grad","Prof-specialty","Male","United-States","<=50K"
44,"HS-grad","Farming-fishing","Male","United-States","<=50K"
49,"11th","Handlers-cleaners","Male","United-States","<=50K"
40,"HS-grad","Craft-repair","Male","United-States","<=50K"
64,"Doctorate","Prof-specialty","Male","China",">50K"
54,"Masters","Prof-specialty","Male","United-States",">50K"
27,"Some-college","Sales","Male","South","<=50K"
18,"Some-college","Other-service","Female","United-States","<=50K"
68,"9th","Craft-repair","Male","United-States","<=50K"
64,"Doctorate","Prof-specialty","Male","United-States",">50K"
36,"HS-grad","Transport-moving","Male","United-States","<=50K"
21,"HS-grad","Farming-fishing","Male","United-States","<=50K"
22,"Some-college","Craft-repair","Male","United-States","<=50K"
61,"Bachelors","Prof-specialty","Male","United-States","<=50K"
24,"Some-college","Sales","Male","Greece","<=50K"
49,"Bachelors","Prof-specialty","Male","United-States",">50K"
25,"Some-college","Priv-house-serv","Female","El-Salvador","<=50K"
29,"Some-college","Prof-specialty","Male","United-States","<=50K"
22,"HS-grad","Sales","Female","United-States","<=50K"
57,"Some-college","Prof-specialty","Male","United-States","<=50K"
41,"Bachelors","Prof-specialty","Female","United-States","<=50K"
29,"HS-grad","Craft-repair","Male","United-States",">50K"
20,"Some-college","Adm-clerical","Female","United-States","<=50K"
47,"Prof-school","Sales","Male","United-States",">50K"
22,"HS-grad","Exec-managerial","Female","United-States","<=50K"
59,"Assoc-voc","Prof-specialty","Male","United-States",">50K"
42,"Masters","Adm-clerical","Male","United-States",">50K"
64,"Some-college","Prof-specialty","Female","United-States","<=50K"
29,"HS-grad","Other-service","Male","United-States","<=50K"
25,"Some-college","Craft-repair","Male","United-States","<=50K"
62,"Some-college","Exec-managerial","Female","United-States","<=50K"
44,"Masters","Exec-managerial","Male","United-States",">50K"
21,"HS-grad","Other-service","Female","United-States","<=50K"
60,"Some-college","Prof-specialty","Male","United-States",">50K"
46,"10th","Machine-op-inspct","Male","United-States","<=50K"
44,"Bachelors","Tech-support","Male","United-States",">50K"
21,"HS-grad","Other-service","Female","United-States","<=50K"
18,"11th","Handlers-cleaners","Male","United-States","<=50K"
39,"Bachelors","Prof-specialty","Female","United-States","<=50K"
33,"Masters","Prof-specialty","Male","United-States",">50K"
63,"1st-4th","Transport-moving","Male","United-States","<=50K"
52,"HS-grad","Protective-serv","Male","United-States",">50K"
17,"9th","Sales","Male","United-States","<=50K"
45,"Prof-school","Prof-specialty","Male","United-States",">50K"
31,"HS-grad","Sales","Male","United-States","<=50K"
35,"Some-college","Tech-support","Male","United-States","<=50K"
31,"HS-grad","Machine-op-inspct","Male","United-States",">50K"
51,"Some-college","Prof-specialty","Female","United-States","<=50K"
48,"HS-grad","Craft-repair","Male","United-States","<=50K"
28,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
38,"Some-college","Adm-clerical","Female","Columbia","<=50K"
43,"Bachelors","Prof-specialty","Male","United-States",">50K"
30,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
24,"12th","Sales","Male","United-States","<=50K"
46,"Bachelors","Exec-managerial","Male","United-States",">50K"
50,"10th","Transport-moving","Male","United-States","<=50K"
22,"HS-grad","Other-service","Male","United-States","<=50K"
18,"HS-grad","Adm-clerical","Male","United-States","<=50K"
53,"Bachelors","Prof-specialty","Male","United-States",">50K"
40,"Bachelors","Prof-specialty","Male","United-States",">50K"
36,"Doctorate","Prof-specialty","Male","United-States","<=50K"
32,"Bachelors","Exec-managerial","Male","United-States",">50K"
39,"HS-grad","Farming-fishing","Male","United-States","<=50K"
46,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
26,"Bachelors","Adm-clerical","Male","United-States","<=50K"
19,"Some-college","Sales","Male","United-States","<=50K"
24,"HS-grad","Machine-op-inspct","Female","Ecuador","<=50K"
28,"Masters","Prof-specialty","Male","United-States","<=50K"
25,"Masters","Prof-specialty","Female","United-States","<=50K"
44,"Some-college","Exec-managerial","Male","United-States",">50K"
38,"HS-grad","Craft-repair","Male","Nicaragua","<=50K"
42,"Masters","Exec-managerial","Male","United-States","<=50K"
28,"HS-grad","Craft-repair","Male","United-States","<=50K"
47,"Bachelors","Sales","Male","United-States",">50K"
46,"HS-grad","Machine-op-inspct","Male","Guatemala","<=50K"
21,"Some-college","Adm-clerical","Female","Mexico","<=50K"
35,"Bachelors","Exec-managerial","Female","United-States","<=50K"
26,"HS-grad","Craft-repair","Male","United-States","<=50K"
21,"Some-college","Other-service","Female","United-States","<=50K"
67,"7th-8th","Farming-fishing","Male","United-States","<=50K"
54,"HS-grad","Exec-managerial","Male","United-States",">50K"
26,"Masters","Tech-support","Male","United-States","<=50K"
51,"Bachelors","Prof-specialty","Female","United-States","<=50K"
27,"Some-college","Craft-repair","Male","United-States","<=50K"
39,"Some-college","Machine-op-inspct","Female","United-States","<=50K"
32,"Bachelors","Exec-managerial","Female","United-States",">50K"
52,"HS-grad","Craft-repair","Male","United-States","<=50K"
21,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
27,"HS-grad","Protective-serv","Male","United-States","<=50K"
46,"7th-8th","Transport-moving","Male","United-States","<=50K"
42,"Assoc-voc","Other-service","Male","United-States","<=50K"
79,"Bachelors","Sales","Male","United-States",">50K"
50,"Bachelors","Exec-managerial","Female","United-States",">50K"
43,"Some-college","Adm-clerical","Male","United-States","<=50K"
51,"Masters","Prof-specialty","Male","United-States","<=50K"
45,"Some-college","Transport-moving","Male","United-States",">50K"
65,"HS-grad","Protective-serv","Male","United-States","<=50K"
66,"Bachelors","Sales","Male","United-States",">50K"
36,"Assoc-voc","Farming-fishing","Male","United-States","<=50K"
26,"Assoc-acdm","Prof-specialty","Female","United-States","<=50K"
28,"Some-college","Sales","Male","United-States","<=50K"
39,"Prof-school","Prof-specialty","Male","United-States",">50K"
43,"Some-college","Transport-moving","Male","United-States","<=50K"
20,"HS-grad","Other-service","Female","Mexico","<=50K"
29,"Some-college","Tech-support","Male","United-States","<=50K"
32,"Bachelors","Sales","Male","United-States",">50K"
44,"Bachelors","Exec-managerial","Female","United-States","<=50K"
60,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
34,"HS-grad","Sales","Male","United-States",">50K"
60,"HS-grad","Handlers-cleaners","Female","United-States","<=50K"
38,"11th","Sales","Female","United-States","<=50K"
29,"Assoc-voc","Machine-op-inspct","Male","United-States","<=50K"
41,"Some-college","Craft-repair","Male","United-States","<=50K"
49,"Bachelors","Exec-managerial","Female","United-States","<=50K"
37,"5th-6th","Other-service","Female","Mexico","<=50K"
37,"Doctorate","Prof-specialty","Female","United-States",">50K"
43,"Some-college","Sales","Male","United-States",">50K"
41,"Masters","Prof-specialty","Female","United-States","<=50K"
19,"9th","Craft-repair","Male","United-States","<=50K"
29,"Some-college","Transport-moving","Male","United-States","<=50K"
40,"HS-grad","Craft-repair","Male","United-States","<=50K"
53,"7th-8th","Exec-managerial","Male","United-States",">50K"
27,"Bachelors","Sales","Male","United-States","<=50K"
44,"HS-grad","Craft-repair","Male","England",">50K"
29,"Assoc-acdm","Craft-repair","Female","United-States","<=50K"
25,"5th-6th","Machine-op-inspct","Male","Mexico","<=50K"
38,"HS-grad","Sales","Male","United-States","<=50K"
48,"Bachelors","Exec-managerial","Male","United-States",">50K"
18,"Some-college","Other-service","Female","United-States","<=50K"
50,"HS-grad","Craft-repair","Male","United-States","<=50K"
37,"HS-grad","Adm-clerical","Female","United-States",">50K"
48,"Bachelors","Other-service","Female","United-States","<=50K"
50,"Some-college","Other-service","Male","United-States","<=50K"
24,"Some-college","Adm-clerical","Female","United-States","<=50K"
34,"Some-college","Tech-support","Male","United-States",">50K"
19,"Some-college","Sales","Male","United-States","<=50K"
39,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
40,"Some-college","Other-service","Female","United-States","<=50K"
30,"HS-grad","Adm-clerical","Female","United-States","<=50K"
27,"HS-grad","Adm-clerical","Male","United-States","<=50K"
46,"Some-college","Adm-clerical","Male","United-States",">50K"
24,"Bachelors","Prof-specialty","Female","United-States","<=50K"
18,"12th","Other-service","Male","United-States","<=50K"
50,"Doctorate","Prof-specialty","Male","United-States",">50K"
42,"11th","Machine-op-inspct","Male","United-States","<=50K"
42,"9th","Transport-moving","Male","United-States","<=50K"
37,"Assoc-voc","Adm-clerical","Male","United-States","<=50K"
57,"Some-college","Tech-support","Female","United-States","<=50K"
27,"Bachelors","Tech-support","Male","India",">50K"
31,"10th","Machine-op-inspct","Male","United-States","<=50K"
34,"Masters","Prof-specialty","Female","United-States","<=50K"
55,"HS-grad","Other-service","Female","United-States","<=50K"
56,"11th","Machine-op-inspct","Male","United-States","<=50K"
36,"Bachelors","Prof-specialty","Female","United-States","<=50K"
35,"Some-college","Farming-fishing","Male","United-States","<=50K"
28,"Masters","Prof-specialty","Male","United-States","<=50K"
38,"Bachelors","Exec-managerial","Male","United-States","<=50K"
30,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
18,"Some-college","Other-service","Female","United-States","<=50K"
35,"Assoc-voc","Tech-support","Male","United-States",">50K"
53,"HS-grad","Other-service","Female","United-States","<=50K"
46,"Prof-school","Prof-specialty","Female","United-States","<=50K"
45,"Some-college","Adm-clerical","Male","United-States","<=50K"
35,"10th","Other-service","Male","India","<=50K"
41,"HS-grad","Adm-clerical","Male","United-States","<=50K"
60,"HS-grad","Sales","Male","United-States",">50K"
18,"Some-college","Adm-clerical","Male","United-States","<=50K"
19,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
24,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
56,"Bachelors","Prof-specialty","Male","United-States",">50K"
28,"HS-grad","Transport-moving","Male","United-States","<=50K"
29,"HS-grad","Other-service","Male","United-States","<=50K"
35,"Some-college","Craft-repair","Male","United-States","<=50K"
18,"HS-grad","Adm-clerical","Male","United-States","<=50K"
53,"HS-grad","Craft-repair","Male","United-States","<=50K"
26,"Masters","Machine-op-inspct","Male","Canada","<=50K"
55,"Some-college","Tech-support","Male","United-States",">50K"
45,"Some-college","Exec-managerial","Male","United-States",">50K"
28,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
32,"Bachelors","Exec-managerial","Male","United-States",">50K"
27,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
35,"HS-grad","Craft-repair","Female","United-States","<=50K"
36,"HS-grad","Handlers-cleaners","Female","United-States","<=50K"
41,"Bachelors","Sales","Male","United-States",">50K"
23,"Bachelors","Sales","Male","United-States","<=50K"
22,"12th","Transport-moving","Male","United-States","<=50K"
36,"Prof-school","Prof-specialty","Male","United-States",">50K"
65,"Bachelors","Exec-managerial","Male","United-States",">50K"
25,"HS-grad","Sales","Female","Columbia","<=50K"
33,"Some-college","Protective-serv","Male","United-States",">50K"
31,"Some-college","Sales","Male","United-States","<=50K"
50,"Bachelors","Exec-managerial","Male","United-States",">50K"
49,"Some-college","Prof-specialty","Male","United-States",">50K"
43,"Bachelors","Exec-managerial","Female","United-States","<=50K"
23,"Some-college","Adm-clerical","Female","United-States","<=50K"
34,"Masters","Exec-managerial","Male","India",">50K"
23,"Some-college","Sales","Female","United-States","<=50K"
63,"10th","Craft-repair","Male","United-States","<=50K"
33,"HS-grad","Farming-fishing","Male","United-States","<=50K"
51,"Bachelors","Farming-fishing","Male","United-States","<=50K"
31,"HS-grad","Craft-repair","Male","United-States","<=50K"
32,"Some-college","Exec-managerial","Female","Japan","<=50K"
31,"Some-college","Adm-clerical","Female","Jamaica","<=50K"
47,"Assoc-voc","Sales","Male","United-States",">50K"
54,"Some-college","Protective-serv","Male","United-States",">50K"
23,"Some-college","Sales","Male","United-States","<=50K"
34,"HS-grad","Exec-managerial","Male","United-States",">50K"
46,"11th","Other-service","Female","United-States",">50K"
34,"Assoc-acdm","Sales","Male","United-States",">50K"
31,"HS-grad","Other-service","Male","United-States","<=50K"
41,"HS-grad","Tech-support","Male","Peru","<=50K"
27,"Assoc-voc","Prof-specialty","Male","United-States","<=50K"
23,"Some-college","Craft-repair","Male","United-States","<=50K"
59,"Assoc-acdm","Adm-clerical","Male","United-States","<=50K"
56,"HS-grad","Craft-repair","Male","United-States","<=50K"
35,"HS-grad","Transport-moving","Male","United-States","<=50K"
59,"HS-grad","Other-service","Male","Cuba","<=50K"
47,"Assoc-voc","Craft-repair","Male","United-States",">50K"
51,"HS-grad","Sales","Female","United-States","<=50K"
42,"Bachelors","Adm-clerical","Female","United-States","<=50K"
29,"Some-college","Adm-clerical","Female","United-States","<=50K"
23,"HS-grad","Craft-repair","Male","Outlying-US(Guam-USVI-etc)","<=50K"
43,"HS-grad","Craft-repair","Male","United-States","<=50K"
46,"Some-college","Exec-managerial","Male","United-States","<=50K"
30,"Some-college","Adm-clerical","Female","United-States","<=50K"
23,"Some-college","Tech-support","Female","United-States","<=50K"
29,"Masters","Prof-specialty","Female","United-States","<=50K"
33,"HS-grad","Exec-managerial","Female","United-States","<=50K"
33,"HS-grad","Other-service","Male","United-States","<=50K"
46,"Some-college","Adm-clerical","Female","United-States","<=50K"
35,"Some-college","Adm-clerical","Female","United-States","<=50K"
36,"Bachelors","Exec-managerial","Male","United-States",">50K"
25,"HS-grad","Exec-managerial","Female","United-States","<=50K"
35,"Bachelors","Sales","Male","United-States","<=50K"
30,"7th-8th","Machine-op-inspct","Male","United-States","<=50K"
39,"Some-college","Other-service","Male","United-States",">50K"
37,"Some-college","Craft-repair","Male","United-States","<=50K"
22,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
25,"HS-grad","Transport-moving","Male","United-States","<=50K"
50,"HS-grad","Sales","Female","United-States","<=50K"
33,"Assoc-voc","Prof-specialty","Male","United-States","<=50K"
59,"5th-6th","Farming-fishing","Male","Italy","<=50K"
